30/04/2025,"-109.86",TEMU.COM                  PARRAMATTA,,,,,
30/04/2025,"-28.73",TAYLOR SQUARE FUND PTY    DARLINGHURST,,,,,
29/04/2025,"-67.75",PRESSNET                  TRINITY.OPOKA  41.91  USD 1.97 AUD,,,,,
29/04/2025,"-8.99",Rivareno Gelato Darlin    Darlinghurst,,,,,
29/04/2025,"-6.28",5 BUCK PTY LTD            MILSONS POINT,,,,,
28/04/2025,"-14.21",OF                        London  8.79  USD 0.41 AUD,,,,,
28/04/2025,"-14.21",OF                        London  8.79  USD 0.41 AUD,,,,,
28/04/2025,"-14.20",B2BS CAFE  RESTAURANT     CHATSWOOD,,,,,
28/04/2025,"-22.00",LAMB AND CUMIN            CHATSWOOD,,,,,
28/04/2025,"-49.00",SYDNEYSWANS MEMBERSHIP    MELBOURNE,,,,,
22/04/2025,"-26.69",OF                        London  16.49  USD 0.78 AUD,,,,,
22/04/2025,"-14.22",OF                        London  8.79  USD 0.41 AUD,,,,,
22/04/2025,"-25.60",AFTERPAY                  AFTERPAY.COM/,,,,,
22/04/2025,"-1.81",AFTERPAY                  AFTERPAY.COM/,,,,,
22/04/2025,"-1.17",Afterpay                  afterpay.com,,,,,
22/04/2025,"-15.21",Afterpay                  afterpay.com,,,,,
15/04/2025,"-6.00",AFL RECORD                SOUTHBANK,,,,,
14/04/2025,"-21.99",OF                        London  13.19  USD 0.64 AUD,,,,,
14/04/2025,"-183.88",ALDI STORES - NORTH RY    NORTH RYDE,,,,,
14/04/2025,"-18.97",OF                        London  11.00  USD 0.55 AUD,,,,,
14/04/2025,"-12.06",OF                        London  6.99  USD 0.35 AUD,,,,,
11/04/2025,"-60.53",CMEDIA                    612-234-5288  34.99  USD 1.76 AUD,,,,,
11/04/2025,"-28.57",OF                        LONDON  16.49  USD 0.83 AUD,,,,,
11/04/2025,"-8.66",OF                        LONDON  5.00  USD 0.25 AUD,,,,,
11/04/2025,"-11.42",OF                        LONDON  6.59  USD 0.33 AUD,,,,,
11/04/2025,"-28.57",OF                        LONDON  16.49  USD 0.83 AUD,,,,,
10/04/2025,"-6.00",WELL BEAN CAFE            NEWTOWN,,,,,
10/04/2025,"-4.06",ZLR*Cupino Central        Surry Hills,,,,,
10/04/2025,"-126.66",CCBill.com  *Himeros.tv / 888-5969279  74.85  USD 3.69 AUD,,,,,
10/04/2025,"-40.00",HUBBL - KAYO SPORTS       NORTH RYDE,,,,,
08/04/2025,"-15.93",INTEREST CHARGED ON PURCHASES,,,,,
07/04/2025,"-44.67",OF                        LONDON  26.40  USD 1.30 AUD,,,,,
07/04/2025,"-9.31",OF                        LONDON  5.50  USD 0.27 AUD,,,,,
07/04/2025,"-33.05",QUIZLET.COM               510-495-6550  19.99  USD 0.96 AUD,,,,,
07/04/2025,"-18.11",OF                        LONDON  11.00  USD 0.53 AUD,,,,,
07/04/2025,"-5.07",NovotelPerMurrayst SPI    Perth,,,,,
07/04/2025,"-1.60",PUBLIC TRANSPORT AUTHO    PERTH,,,,,
04/04/2025,"-4.80",PUBLIC TRANSPORT AUTHO    PERTH,,,,,
03/04/2025,"-18.22",OF                        LONDON  11.00  USD 0.53 AUD,,,,,
03/04/2025,"-6.08",NovotelPerMurrayst SPI    Perth,,,,,
02/04/2025,"-6.15",RELAY B1 AIRPORT PP       PHNOM PENH  3.75  USD 0.18 AUD,,,,,
02/04/2025,"-2.46",PNH AS DAIRY QUEEN        PHNOM PENH  1.50  USD 0.07 AUD,,,,,
02/04/2025,"-16.41",BROWN RIVERSIDE           PHNOM PENH CI  10.00  USD 0.48 AUD,,,,,

