28/02/2025,"-14.33",OF                        London  8.79  USD 0.42 AUD,,,,,
28/02/2025,"-14.33",OF                        London  8.79  USD 0.42 AUD,,,,,
26/02/2025,"-40.20",WING FUNG AUSTRALIA       NEWTOWN,,,,,
25/02/2025,"-2.00",SYDNEYSWANS MEMBERSHIP    MELBOURNE,,,,,
24/02/2025,"58.00",PAYMENT THANKYOU 800763,,,,,
24/02/2025,"-26.81",OF                        London  16.49  USD 0.78 AUD,,,,,
24/02/2025,"-14.30",OF                        London  8.79  USD 0.42 AUD,,,,,
24/02/2025,"-48.50",SYDNEYSWANS MEMBERSHIP    MELBOURNE,,,,,
20/02/2025,"-128.74",PERRY STREET SOFTWARE     PERRYSTREET.C,,,,,
17/02/2025,"-355.48",SYDNEY WATER PYMT         PARRAMATTA,,,,,
12/02/2025,"-11.52",OF                        LONDON  6.99  USD 0.34 AUD,,,,,
12/02/2025,"-23.14",VASK ENTERPRISES PTY L    NORTH RYDE,,,,,
11/02/2025,"-27.17",OF                        London  16.49  USD 0.79 AUD,,,,,
10/02/2025,"-57.65",CMEDIA                    612-234-5288  34.99  USD 1.68 AUD,,,,,
10/02/2025,"-35.00",HUBBL - KAYO SPORTS       131999,,,,,
10/02/2025,"-12.37",5 BUCK PTY LTD            MILSONS POINT,,,,,
09/02/2025,"-40.25",INTEREST CHARGED ON PURCHASES,,,,,
05/02/2025,"-18.28",OF                        London  11.00  USD 0.53 AUD,,,,,
05/02/2025,"-289.82",CAMBODIA AIRWAYS          85596852 5555  174.40  USD 8.44 AUD,,,,,
03/02/2025,"-21.90",OOI HOLDINGS PTY LTD      HAYMARKET,,,,,
03/02/2025,"-34.68",OF                        LONDON  20.90  USD 1.01 AUD,,,,,

