31/01/2025,"-53.70",BB-YALWA  L               WIESBADEN,,,,,
30/01/2025,"-330.00",Dr. John Lam-Po-Tang      Woolloomooloo,,,,,
29/01/2025,"-68.78",PRESSNET                  8775878649  41.91  USD 2.00 AUD,,,,,
29/01/2025,"-19.79",VASK ENTERPRISES PTY L    NORTH RYDE,,,,,
28/01/2025,"-32.83",OF                        LONDON  20.00  USD 0.96 AUD,,,,,
28/01/2025,"-16.41",OF                        LONDON  10.00  USD 0.48 AUD,,,,,
28/01/2025,"-16.41",OF                        LONDON  10.00  USD 0.48 AUD,,,,,
28/01/2025,"-36.10",OF                        LONDON  22.00  USD 1.05 AUD,,,,,
28/01/2025,"-19.69",OF                        LONDON  12.00  USD 0.57 AUD,,,,,
28/01/2025,"-14.43",OF                        LONDON  8.79  USD 0.42 AUD,,,,,
28/01/2025,"-7.22",OF                        LONDON  4.40  USD 0.21 AUD,,,,,
24/01/2025,"-48.50",SYDNEYSWANS MEMBERSHIP    MELBOURNE,,,,,
22/01/2025,"29.00",PAYMENT THANKYOU 932660,,,,,
22/01/2025,"-27.56",OF                        London  16.49  USD 0.80 AUD,,,,,
22/01/2025,"-14.69",OF                        London  8.79  USD 0.43 AUD,,,,,
22/01/2025,"-18.78",VASK ENTERPRISES PTY L    NORTH RYDE,,,,,
20/01/2025,"-30.35",VASK ENTERPRISES PTY L    NORTH RYDE,,,,,
20/01/2025,"-25.04",5 BUCK PTY LTD            MILSONS POINT,,,,,
16/01/2025,"-6.28",5 BUCK PTY LTD            MILSONS POINT,,,,,
13/01/2025,"-8.34",OF                        London  5.00  USD 0.24 AUD,,,,,
13/01/2025,"-13.34",OF                        London  7.99  USD 0.39 AUD,,,,,
13/01/2025,"-27.46",OF                        London  16.49  USD 0.80 AUD,,,,,
10/01/2025,"-57.89",CMEDIA                    612-234-5288  34.99  USD 1.69 AUD,,,,,
10/01/2025,"-124.53",CCBill.com  *Himeros.tv / 888-5969279  74.85  USD 3.63 AUD,,,,,
10/01/2025,"-35.00",HUBBL - KAYO SPORTS       NORTH RYDE,,,,,
08/01/2025,"-12.68",INTEREST CHARGED ON PURCHASES,,,,,
07/01/2025,"-1.15",UBER* TRIP                WWW.UBER.COM/,,,,,
06/01/2025,"-13.31",UBER *TRIP HELP.UBER.COM  Sydney,,,,,
06/01/2025,"-18.33",OF                        LONDON  11.00  USD 0.53 AUD,,,,,
06/01/2025,"-40.95",Afterpay                  afterpay.com,,,,,
02/01/2025,"-17.98",RYDE MART PTY LTD         NORTH RYDE,,,,,

