24/12/2024,"-48.50",SYDNEYSWANS MEMBERSHIP    MELBOURNE,,,,,
23/12/2024,"25.00",PAYMENT THANKYOU 907226,,,,,
23/12/2024,"-6.28",5 BUCK PTY LTD            MILSONS POINT,,,,,
23/12/2024,"-27.41",OF                        London  16.49  USD 0.80 AUD,,,,,
23/12/2024,"-14.62",OF                        London  8.79  USD 0.43 AUD,,,,,
23/12/2024,"-40.95",Afterpay                  afterpay.com,,,,,
20/12/2024,"-14.50",JB Norwest Private Ho     Bella Vista,,,,,
20/12/2024,"-4.90",JB Norwest Private Ho     Bella Vista,,,,,
16/12/2024,"-24.02",5 BUCK PTY LTD            MILSONS POINT,,,,,
16/12/2024,"-350.00",Dr. John Lam-Po-Tang      Woolloomooloo,,,,,
13/12/2024,"-6.28",5 BUCK PTY LTD            MILSONS POINT,,,,,
12/12/2024,"-8.08",OF                        London  5.00  USD 0.24 AUD,,,,,
11/12/2024,"-26.66",OF                        LONDON  16.49  USD 0.78 AUD,,,,,
11/12/2024,"-23.80",SAN CAFE                  WAHROONGA,,,,,
10/12/2024,"-56.57",CMEDIA                    6122345288  34.99  USD 1.65 AUD,,,,,
10/12/2024,"-35.00",HUBBL - KAYO SPORTS       NORTH RYDE,,,,,
09/12/2024,"-62.22",Afterpay                  afterpay.com,,,,,
08/12/2024,"-32.03",INTEREST CHARGED ON PURCHASES,,,,,
05/12/2024,"-17.59",OF                        LONDON  11.00  USD 0.51 AUD,,,,,
02/12/2024,"-15.50",SAN CAFE                  WAHROONGA,,,,,
02/12/2024,"-29.95",Afterpay                  afterpay.com,,,,,

